SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
14012,21,84767,133,22,0.0,0.0,2018-01-30 01:39:30.260,IC97KOLT9LUTONJXUNLY
14013,1,41408,225,11,0.0,0.0,2018-03-06 17:12:41.760,NDSQI4RBRCVHDI6B8N7I
14014,12,37705,101,10,0.0,0.0,2018-03-13 12:30:06.520,J718KI03QUL77VZHG1JU
14015,5,13824,27,4,0.0,0.0,2018-04-24 13:40:30.790,H9YCB4DMM0DG545QIYMQ
14016,22,57757,246,15,0.0,0.0,2018-04-27 07:48:38.120,1IA95N6URLNNT1Y2W9DN
14017,21,41905,322,11,0.0,0.0,2018-03-15 04:31:10.530,3U7R1RUQY3X38FQO35H6
14018,4,38245,325,10,0.2,0.0,2018-01-20 05:40:37.560,UEQSC26NLO82SXO2H4WC
14019,10,45908,251,12,0.0,0.0,,SIPKLL8ET3WHO9FGZPON
14020,3,23091,198,6,0.0,0.0,2018-01-06 01:19:31.410,DEP0GI2LL1KTP2V18QHY
14021,11,20219,381,6,0.2,0.0,2018-01-02 16:54:14.700,SKBL3O8MIE8P0E40J535
14022,23,51477,390,14,0.1,0.0,2018-03-22 08:50:30.220,72CNY6KFQZ7PSLTDECTU
14023,7,42623,85,11,0.1,0.0,2018-01-16 19:08:44.260,3MC4ONR0PLDSHKIZY4IN
14024,2,30006,63,8,0.1,0.0,2018-02-28 07:29:34.330,RF1Z7TBM4S9BS4FZJAIT
14025,5,19690,97,5,0.0,0.0,2018-01-08 09:04:12.130,1DTWB0BDG7B6TC7B4GUG
14026,8,29192,127,8,0.0,0.0,2018-04-01 00:57:48.900,KS3HOG20FUZURP172WSZ
14027,3,20223,392,6,0.0,0.0,2018-04-24 16:27:53.840,NLY4ZR8OEUND1HLPFNK8
14028,21,68031,392,18,0.0,0.0,2018-02-19 12:59:32.310,1DBB2N532K2G5W65CPOT
14029,4,58227,325,15,0.0,0.0,2018-02-19 01:01:04.850,0ZBHQ7GIN87RUM8MSW43
14030,22,72437,205,19,0.0,0.0,2018-02-12 11:18:56.040,CALWVKEJ2YWF10DZUCFO
14031,5,63094,357,16,0.0,0.0,2018-03-12 19:25:17.560,EBUPAAYIJSJQROPPKUN2
14032,10,24909,1,7,0.0,0.0,2018-02-19 22:59:51.480,KABBTLUMYKPEYXZR7LAF
14033,23,74308,199,19,0.0,0.0,2018-03-19 07:01:39.100,I5CPABO99HRMNT0JDHO3
14034,21,49473,188,13,0.0,0.0,2018-01-21 04:24:10.140,L7UBSQQYC8DMX14YMI96
14035,4,26771,198,7,0.0,0.0,2018-05-06 02:26:14.590,O2XSB3Y8U4LC4XYIDHLY
14036,7,53493,183,14,0.0,0.0,2018-03-13 05:58:28.850,W8EZPSVKQYEXIW4WJGNR
14037,22,21287,51,6,0.2,0.0,2018-04-26 06:16:53.000,I4RAS46F81O81STJSMB2
14038,2,35999,371,10,0.0,0.0,2018-04-19 23:57:36.530,356EL1TMU0X6LE4MPWOP
14039,17,25491,32,7,0.2,0.0,2018-04-01 10:32:24.870,HXPOH4ACQUBO2EYKV62D
14040,5,60461,333,16,0.0,0.0,2018-03-28 01:14:49.050,E0Q1GDPW3PNDJL8HQ4XI
14041,6,61572,307,16,0.0,0.0,2018-01-20 04:34:57.850,36MHJZ52TPLBA3WYM0QL
14042,19,62850,414,16,0.0,0.0,2018-03-31 15:28:37.280,N4NBITQ3525UKAU4KWDK
14043,2,68837,283,18,0.0,0.0,2018-01-09 13:58:59.650,A0218IBI336XSG1Y606E
14044,5,30667,452,8,0.0,0.0,2018-02-16 19:19:16.920,NNGHQS2U24C0MD4L9ABE
14045,21,93128,12,24,0.0,0.0,2018-04-18 05:33:09.200,1YYXRUS5DV75UMCMKHP9
14046,15,10729,377,3,0.0,0.0,2018-02-26 10:02:19.030,1ZTW63WDWQV0EMPHJZX9
14047,14,59306,278,16,0.0,0.0,2018-01-28 09:57:23.000,O85URQSZPSL5W0Y40LRV
14048,11,87457,17,23,0.0,0.0,2018-02-13 02:25:35.230,G5C5G0N40IRZZCRO1EC4
14049,11,95581,323,25,0.1,0.0,2018-01-11 16:05:38.080,7Y9UHLQDID6DW83SPAQ5
14050,22,64353,334,17,0.1,0.0,2018-04-19 15:59:15.920,O9T6XO7FZ7FRD962BZEW
14051,8,25582,289,7,0.0,0.0,2018-03-12 04:42:17.870,H5LL24OVC3LZJIPGOJXJ
14052,9,46244,54,12,0.1,0.0,2018-02-13 01:16:43.210,J6RMIYWQEBC84738KVKI
14053,21,1134,76,1,0.0,0.0,2018-03-08 00:20:14.360,M3TSUQGMMGHDTYYUYJ5R
14054,22,8995,145,3,0.0,0.0,2018-02-20 02:52:26.120,YS9QEBL73OD0DW2XUO7F
14055,19,7093,437,2,0.0,0.0,2018-02-02 18:04:10.130,RVVVA85EMBEREOBK1FFV
14056,13,8749,403,3,0.0,0.0,2018-04-08 04:01:26.270,JR3DF1VW4VXC16WDV42G
14057,3,95724,117,25,0.0,0.0,2018-01-03 21:03:45.770,HDY8Z8RDS8SKP83RHV79
14058,15,87910,364,23,0.0,0.0,2018-04-01 17:15:49.450,HFHFCHE66BCEK1E54GS4
14059,2,76831,371,20,0.0,0.0,2018-03-21 05:28:58.060,CN4RCYTMD9U6C0XHTMQD
14060,21,18890,296,5,0.0,0.0,2018-02-02 10:58:21.070,MWG546PMDEF5Z4SCN0JL
14061,20,39874,111,11,0.0,0.0,2018-03-29 15:20:24.180,S2H881GNAT1QBQQOL8R3
14062,12,36542,313,10,0.0,0.0,2018-05-08 07:23:35.520,0UF1CV456M7RNTUYXV58
14063,22,7086,357,2,0.0,0.0,2018-02-28 13:20:14.120,2KDEOD2N1RSHJS726W5C
14064,14,31328,403,8,0.0,0.0,2018-02-07 02:12:22.520,47UYNWWPOCLV1X91MOH2
14065,9,88535,73,23,0.0,0.0,2018-03-04 10:43:59.600,4UFA31MWQZ0WFYDJF0H6
14066,1,51094,113,13,0.0,0.0,2018-01-20 17:35:33.530,DF6MIUY0K7N91ZCEOKV9
14067,22,10460,387,3,0.0,0.0,2018-01-30 06:50:03.110,XDLYMYWI6N0WJRF8OL7O
14068,4,90695,37,23,0.0,0.0,2018-01-09 21:15:20.110,6RDMEZ04RGLW4F2LNVW2
14069,8,10934,355,3,0.2,0.0,2018-03-10 14:46:27.180,DJMCH7X6ZZOLXRL8B7ZV
14070,21,59090,297,15,0.0,0.0,2018-01-01 06:31:37.660,F7F0FBCM1PALES7QAXR2
14071,23,36471,196,10,0.0,0.0,2018-05-08 07:23:37.800,RHXA6NGDBOX63YB7C1VL
14072,20,5906,403,2,0.0,0.0,2018-01-08 07:51:01.580,Y9DZJZDH197SFNQHP9NV
14073,11,12754,294,4,0.0,0.0,2018-04-22 17:58:45.670,P0DEATWJXWVHET7KAMO3
14074,5,84207,370,22,0.0,0.0,2018-03-04 04:25:48.510,9EPEOBLPMR8PA98ZL96H
14075,20,60278,343,16,0.0,0.0,2018-04-25 20:44:33.560,4DBA0UJXFMZSDFMO0LHB
14076,16,56129,420,15,0.2,0.0,2018-02-11 01:25:37.430,A4NS4JYKPDIMX51D3NG1
14077,21,81400,108,21,0.0,0.0,2018-03-13 18:51:30.570,758XWTMBKNO64T9OIWAK
14078,2,11957,85,4,0.0,0.0,2018-04-08 23:49:27.350,P9G5F9KAWY0913YFV7QC
14079,5,35638,52,10,0.0,0.0,2018-03-22 01:56:25.140,4QUGTCSPLR6GFHWRRHJ1
14080,13,8961,173,3,0.0,0.0,2018-03-21 23:01:53.110,OONW3QA9NOK83LIMPLXS
14081,17,68645,302,18,0.0,0.0,2018-03-04 15:00:25.900,B7USML2N3P6A7G17JQMH
14082,15,31525,375,8,0.0,0.0,2018-03-12 14:02:18.610,X2L8BWD42VM9HDHS4H47
14083,10,71209,69,19,0.0,0.0,2018-02-08 20:53:54.230,JYEYW5HF6VBA3D58KAPP
14084,6,92633,444,24,0.0,0.0,2018-03-11 09:01:48.930,1UK0Q3JEE9HAVE379FRV
14085,14,46856,369,12,0.0,0.0,2018-04-12 06:36:38.170,V0BYDZCJK6FI3I4UY52Y
14086,20,16850,303,5,0.0,0.0,,RMT08Z10AUYUT5T91C37
14087,12,23776,377,7,0.0,0.0,2018-01-28 18:08:34.350,U22SSVYDBAPXO4DHY50A
14088,1,65313,55,17,0.2,0.0,2018-04-23 22:39:37.130,9BHO9CBLWSYQ5WJQ7F32
14089,2,42380,204,11,0.0,0.0,2018-01-28 04:09:12.970,ZK9W41FR362WCLQL4IIN
14090,14,18023,248,5,0.0,0.0,2018-04-27 10:20:00.020,FHQ6I7URQPW7V9R7R5BV
14091,5,56529,66,15,0.0,0.0,2018-01-28 22:24:48.310,SLVUTAT43XLFUK3IQLTL
14092,8,32137,139,9,0.0,0.0,2018-03-10 08:54:43.070,CH6OGBZDDC7SYMVUCOW0
14093,23,57928,1,15,0.1,0.0,2018-01-25 13:01:03.540,NRBS0PNP0KH9UG4P5DYT
14094,20,6601,189,2,0.0,0.0,2018-01-30 18:28:38.460,QLDMVX8OEWWLDPPUWFMC
14095,9,20587,223,6,0.0,0.0,2018-02-27 23:34:03.790,CSPI46Q46BY7WW6X54SE
14096,18,25031,447,7,0.0,0.0,2018-05-08 09:54:24.880,MNKOHQFU8XCH1DSN3RRI
14097,20,55764,57,15,0.0,0.0,2018-01-21 21:11:22.340,7KYDHSIWRAUXOQ44UNFA
14098,11,37510,332,10,0.0,0.0,2018-02-01 02:08:23.150,YELQUIEA1D0WGE2MA0YX
14099,19,40892,379,11,0.0,0.0,2018-04-11 11:46:37.130,HMIJDNNJ93B7A96CNM94
14100,20,42034,351,11,0.0,0.0,2018-04-24 08:35:17.320,PXT07C2IJNGDBGR36GVQ
14101,16,270,443,1,0.2,0.0,2018-03-29 11:57:35.670,S9OP64W9NDPSBSPOI5BL
14102,11,67370,241,18,0.0,0.0,2018-01-28 03:12:15.910,PGVTYTF9H6DEVXN4B176
14103,3,76523,115,20,0.0,0.0,2018-01-19 12:42:02.880,WARL0O2FNAK4Q2TTW8BH
14104,14,36492,27,10,0.0,0.0,2018-04-14 11:39:08.060,56BEFU1J743FRS538X4C
14105,22,27883,138,8,0.0,0.0,2018-01-11 09:34:00.410,UWT95UTBFTWO8R4G6LT0
14106,12,19676,338,5,0.1,0.0,2018-04-21 08:35:38.130,F6GOY9NQNA646BAH4AZ7
14107,22,33490,213,9,0.2,0.0,2018-03-04 20:51:16.280,SB7QI11M1CACYEQCK6L5
14108,17,15687,159,4,0.0,0.0,2018-03-02 07:17:57.550,RIPK2FTZ2BUSNNU9YF8M
14109,3,47476,254,13,0.0,0.0,2018-01-04 19:54:25.840,MYWS7XK4J3E1N0SI6GL7
14110,4,49724,17,13,0.0,0.0,2018-03-06 06:07:52.560,Y0GJBQV3MQDJG4KSSUI9
14111,16,26108,295,7,0.0,0.0,2018-05-01 16:38:32.710,I7GQZM2RRZMEHNXG8W6P
14112,1,83768,33,22,0.0,0.0,2018-01-26 09:09:55.700,WD1I6W7PDL3YSGTZTB4S
14113,10,52272,313,14,0.2,0.0,2018-02-03 21:14:18.430,VQR5ZHMCKYBKTLUF8SQU
14114,12,67870,198,18,0.0,0.0,2018-01-11 15:19:24.300,DDIFO74GEL2XP1M9D7FL
14115,4,49005,447,13,0.0,0.0,2018-05-09 06:27:04.960,TNREYUYKLIDX9HD8PA9I
14116,5,8350,189,3,0.0,0.0,2018-04-09 19:57:55.180,5C9M3K85VLB9PKQQ1QD5
14117,2,64092,244,17,0.1,0.0,2018-01-18 01:18:05.560,T3OZGK91NW52HOAIRVAQ
14118,16,13213,366,4,0.2,0.0,2018-03-30 10:29:41.280,PW2NKWMHOKWC0B9LNNZZ
14119,1,83232,35,22,0.0,0.0,2018-04-29 04:18:25.200,7O577WF89V3FF36LBVOM
14120,13,71685,223,19,0.2,0.0,2018-03-06 19:35:44.360,ZC9QGC1W47ARCI7WGC07
14121,12,27318,189,7,0.0,0.0,2018-02-04 16:35:25.250,EPTXK73ZBRBDK8CWGRJE
14122,22,43906,332,12,0.2,0.0,2018-02-05 18:55:56.400,5NSO3LYOVJNE9KNGTW5X
14123,2,48315,286,13,0.0,0.0,2018-01-03 02:40:50.130,SFZERAV0ZLGTX8208GM4
14124,17,91671,107,24,0.2,0.0,2018-01-22 10:55:20.100,G8NYANPFNVEGED7SABA3
14125,17,2562,231,1,0.0,0.0,2018-02-10 16:21:38.860,VX6LCBLFKFISMC7BFHN5
14126,16,4335,57,2,0.1,0.0,2018-03-02 21:36:54.600,BQ2CJVU7Y4B1MKAGDYB4
14127,20,46737,402,12,0.0,0.0,2018-04-13 18:22:34.250,3FVNS0ZHUUNX2J748TGQ
14128,15,6154,105,2,0.0,0.0,2018-04-17 13:22:23.120,LA7RZRWU1JC1L8A6PQVU
14129,20,63620,148,17,0.0,0.0,2018-02-23 18:24:41.870,3AN4K13C54VESI5NWS93
14130,2,35248,349,9,0.0,0.0,2018-03-05 18:31:23.630,TBBWHBWXI2LVHH0KMFPT
14131,19,365,364,1,0.0,0.0,2018-04-04 23:33:11.220,WEGNSQ4JSXLR3AYB82Q6
14132,10,43891,229,12,0.0,0.0,2018-01-10 23:17:14.270,M2AIB0539DJA4WWU8OLR
14133,7,69824,158,18,0.0,0.0,2018-04-11 07:04:53.440,P4Z4D618ECZM39C64HPZ
14134,8,92363,153,24,0.0,0.0,2018-04-24 15:14:10.030,JK1GZD2GZD5E0XXAEXU4
14135,21,8692,182,3,0.0,0.0,2018-05-02 13:58:49.480,V0KN0NKN47VSZ6KYNESY
14136,7,1275,61,1,0.1,0.0,2018-02-22 19:49:37.190,FZU73CFWQKUUKNJGSYQI
14137,13,53762,260,14,0.0,0.0,2018-02-14 02:18:23.020,V69M0QCCQJ153G1QGXB4
14138,20,34718,43,9,0.2,0.0,2018-04-07 02:23:10.560,DM1XFJ1HUF2GYKSKL2L3
14139,8,64751,306,17,0.0,0.0,2018-01-29 11:19:53.820,Z0TPG7HQC1ED1HJ8OL7A
14140,2,27180,31,7,0.0,0.0,2018-03-30 00:26:10.800,W3ZO5V85UUP17DM78YBJ
14141,22,82120,91,21,0.0,0.0,2018-02-08 09:45:21.890,HEO3X28CWGESP3WU0BB8
14142,19,8089,219,3,0.0,0.0,2018-04-07 10:50:36.800,I6OBU3X0GNVQ3EPAL8TZ
14143,22,17838,253,5,0.0,0.0,2018-04-20 02:45:11.280,XEA9HAPD7NZB6Z8ZS2ZB
14144,22,91416,188,24,0.0,0.0,2018-04-02 22:01:20.420,GTJ1MP7JF3I8QKRE2DT8
14145,22,90674,405,23,0.0,0.0,2018-05-05 17:41:27.320,9ZWFXEHBT5TOHHKR8VLH
14146,4,71520,33,19,0.0,0.0,2018-01-03 13:14:52.610,SKG2FFGLPP63P7TMLPAQ
14147,22,78624,279,20,0.0,0.0,2018-02-04 11:40:24.630,MXPK927MTH7QSGFFDHZ1
14148,11,88818,255,23,0.0,0.0,2018-01-14 21:41:39.240,3FNLSAR4M6BRM6MRI6C9
14149,16,56356,195,15,0.0,0.0,2018-01-31 12:01:33.510,W7YCWQE777AOHIH1YGSG
14150,4,12238,35,4,0.2,0.0,2018-03-30 03:36:08.620,6BWY5ASNVANRR78P8VKC
14151,17,59699,203,16,0.0,0.0,2018-04-21 08:36:19.310,FY025N4QJPKTHPW1ERFL
14152,5,42552,143,11,0.1,0.0,2018-03-03 10:41:41.060,CXMWPB9CPL73KRDWVZNN
14153,11,53038,298,14,0.0,0.0,2018-02-11 21:49:57.960,CK3YAHBNU34RE31D6FBV
14154,6,67966,157,18,0.0,0.0,2018-02-05 16:10:52.770,T4CPXXI5ISSXL0CJYFTX
14155,8,14716,163,4,0.0,0.0,2018-03-20 15:59:52.070,UH2B5OCIPJCSJIFQ8DKT
14156,18,55123,111,14,0.0,0.0,2018-02-21 17:01:39.260,CBCTS3OU80HXPZN9ER86
14157,9,19055,408,5,0.0,0.0,2018-01-26 00:31:25.770,T8F52HWSP2945I5QIDLO
14158,10,83612,9,22,0.0,0.0,2018-05-07 01:46:42.790,HJUVTJSHULBNVJ3WOQLR
14159,21,33931,248,9,0.0,0.0,2018-03-04 19:17:29.190,IX8SJGIJVENIYBOLA8Y4
14160,7,23548,82,6,0.0,0.0,2018-03-20 11:57:05.820,UGXHAZ2TUM0WMYLM292A
14161,15,71698,389,19,0.0,0.0,,Z7O5W7EBEIMMQOHAB9HG
14162,7,27337,108,7,0.0,0.0,2018-01-08 14:13:03.880,1RMLCD3Y7YVUCU89CERN
14163,20,50826,12,13,0.0,0.0,2018-03-27 07:28:53.160,G4D9W94CQ0LT8YG1JKUB
14164,1,12229,357,4,0.0,0.0,2018-01-07 12:53:15.670,6JQRDU81ZVQS8LN9BG3Y
14165,8,49359,105,13,0.0,0.0,2018-03-11 01:23:02.210,HYA04WS7STWB4AKMHIFW
14166,7,80977,67,21,0.0,0.0,2018-04-10 06:34:41.340,R4U1ZDTS73RDQOLFR9XF
14167,18,13945,328,4,0.0,0.0,2018-04-21 17:21:18.430,61TH3A2MTXO1BQTGZ4JZ
14168,3,58668,160,15,0.0,0.0,2018-02-24 02:05:02.270,LQ5YELZ6Q9HGHK31KW2Q
14169,15,59179,17,15,0.0,0.0,2018-02-19 06:00:08.410,D53BFYRZR4EGELBOIOP2
14170,21,47730,386,13,0.0,0.0,2018-01-19 01:20:34.830,3O6KT5QEF8H887K2MZN7
14171,16,53347,381,14,0.1,0.0,2018-03-17 10:37:27.760,Z4302YRD17CORAHWQLS1
14172,5,29374,202,8,0.0,0.0,2018-02-24 17:39:32.160,CWX76ERLVP2U83K2JR6Y
14173,9,47221,61,12,0.2,0.0,2018-02-19 22:54:55.010,D04KHW35WEU6MM86TWK0
14174,22,56052,4,15,0.2,0.0,2018-03-01 23:09:47.460,5IATI7WT6UL3JYWSNPIO
14175,15,88325,132,23,0.0,0.0,2018-01-31 03:52:14.390,ZA7OMGCWQVMXA8HTRYP6
14176,17,19230,423,5,0.0,0.0,2018-01-27 09:50:22.470,PJ922OCD661CA5734WQK
14177,23,26069,79,7,0.0,0.0,2018-03-09 05:44:48.450,GZZ58QEZWQTI4ARXLJSZ
14178,3,55659,98,15,0.0,0.0,2018-02-25 16:10:45.130,KOKLZ29QM1YLE9KAXUYX
14179,19,997,155,1,0.0,0.0,2018-02-09 04:39:29.720,9G8T6VG5IDXKEVBEJ8N4
14180,13,29801,198,8,0.0,0.0,2018-01-26 17:13:52.790,9OUWQ06NOPT24A8CRT6S
14181,18,24470,230,7,0.0,0.0,2018-02-08 03:06:46.250,3O100E9VELAS50RDXFU9
14182,10,56679,147,15,0.2,0.0,2018-01-27 09:56:29.960,UO3IAK22REGBO60TVQMX
14183,22,48558,363,13,0.0,0.0,2018-03-30 20:40:55.000,A3J9YAGYUEBJ280XIPT6
14184,17,51383,114,14,0.0,0.0,2018-03-18 01:20:49.610,M7TGHTRK1P8CQKLK9BAM
14185,9,74309,146,19,0.0,0.0,2018-04-05 14:48:33.260,X05SMXZWD0TQYNWPSHGP
14186,15,56572,221,15,0.0,0.0,2018-03-24 09:55:04.320,SO36CNFC9EIKPO6ONUWR
14187,22,89612,383,23,0.0,0.0,2018-02-02 12:51:30.160,OPELRXOVGUTWP5B1MA9K
14188,1,1858,1,1,0.2,0.0,2018-04-08 01:27:16.320,4MA68YP04MKXQ3ZOKKQQ
14189,23,77647,443,20,0.0,0.0,2018-03-06 14:54:00.660,SJON0JUN1KM73K33FJYZ
14190,3,52329,71,14,0.0,0.0,2018-02-04 23:14:17.950,C79YY1CC1QJT3B2MI7EU
14191,21,80979,105,21,0.0,0.0,2018-03-11 20:57:10.210,22XPMJVL50SQLGCFO1IH
14192,3,68910,252,18,0.2,0.0,2018-01-28 19:18:11.420,ZU3E081HWBJ5I95B9CIH
14193,23,788,247,1,0.0,0.0,2018-02-17 00:31:40.230,VPQ2HVP6T6WC238UBMAU
14194,1,41203,224,11,0.0,0.0,2018-02-03 07:05:41.360,8O8L3673FP00J44CBICB
14195,11,54241,95,14,0.0,0.0,2018-03-20 23:22:48.010,35NSF6XGXP7MON1IHEOI
14196,15,54783,436,14,0.0,0.0,2018-03-22 10:13:06.920,DGVBIY3I03XJS5ILSN09
14197,23,56023,207,15,0.0,0.0,2018-03-24 02:16:28.730,IZTDVG3UU4NS7PORGX7T
14198,22,5610,349,2,0.0,0.0,2018-03-31 21:57:21.130,XM93VHIWOQO8GVH2XNIZ
14199,14,42057,83,11,0.0,0.0,2018-02-10 01:22:09.060,6YAQKFUUBQTGOLCJAZZL
14200,16,9697,338,3,0.0,0.0,2018-05-02 15:26:39.080,5EZJRU7OI9PUAROZDB2N
14201,10,57576,158,15,0.0,0.0,2018-01-15 00:20:08.890,CZUSRA4JNNJEQ0JA6SLM
14202,20,19957,120,6,0.0,0.0,2018-03-19 11:09:50.340,TH4LEUOKWOWXWTF4Q0K2
14203,19,29639,239,8,0.0,0.0,2018-04-25 05:40:16.230,VL6FKQ4O6IG0VJIQ6DGG
14204,18,8627,261,3,0.0,0.0,2018-05-05 20:21:04.410,QZMGT645GS0K1XVY6T3K
14205,12,57650,106,15,0.1,0.0,2018-03-26 01:24:05.760,Q5FW09WEJM4M54LJYQKZ
14206,12,30325,2,8,0.0,0.0,2018-02-03 09:56:36.460,PQGGULMS0JCV30U6KTW8
14207,19,94090,83,24,0.0,0.0,2018-03-02 09:41:24.290,W5WXVT9E73JKB0FZG6OA
14208,12,95745,295,25,0.0,0.0,2018-01-02 11:31:53.600,J3RQ13RDEXNRSTKKIYRC
14209,15,78401,26,20,0.1,0.0,2018-01-12 17:57:43.560,TGTBSZE64M8X4D247TQI
14210,15,94246,192,24,0.0,0.0,2018-01-10 06:20:30.300,T5WTJ7UFX7WX8QNXF94D
14211,18,29054,33,8,0.2,0.0,2018-01-12 10:15:03.620,AAETNGIFB51UDZAXI8SJ
14212,6,62156,310,16,0.0,0.0,2018-05-06 00:50:54.140,6FB0WMF7RJM4TIVHZVQC
14213,15,82615,306,21,0.0,0.0,2018-04-25 19:51:56.060,M2V3VQC0X1BTG3V3TRT3
14214,8,4130,51,2,0.0,0.0,2018-04-11 08:32:50.000,JLFPJHEGID17QKCFX0W2
14215,13,97838,305,25,0.0,0.0,2018-01-25 16:10:42.930,UIABDFZE63X9S2GGDB9X
14216,6,15020,242,4,0.0,0.0,2018-02-22 02:00:35.850,EN9MPIINVQW01O24E61E
14217,9,77539,197,20,0.1,0.0,2018-02-17 17:32:08.880,C94XYIWZJON4NFV0PNWH
14218,4,98203,350,25,0.0,0.0,2018-01-10 06:08:03.550,AC08QDDBZ57II2D5OR0M
14219,15,36679,212,10,0.0,0.0,2018-02-10 22:04:42.420,B29WE973OI5XA1W4P74I
14220,17,91546,336,24,0.0,0.0,2018-04-26 15:27:57.900,KJGL5DHV0WWU2YAQCC46
14221,8,90124,137,23,0.1,0.0,2018-03-08 17:43:11.180,AN1L71H0ZJV40RJSA8VQ
14222,17,12087,327,4,0.0,0.0,2018-01-14 15:54:02.100,OL9272MDDU0CEAVEZXBZ
14223,3,79780,169,21,0.0,0.0,2018-04-29 11:11:01.610,1C0Q17RX138F0M1SIZYV
14224,13,6851,398,2,0.1,0.0,2018-01-15 06:45:50.450,MPVSLGNEBBJRCM88C6UU
14225,1,65510,281,17,0.0,0.0,2018-03-19 04:23:24.620,BQRWEOTLHYD47FN4XFQ3
14226,13,83197,130,22,0.0,0.0,2018-02-17 15:19:16.330,QSOONZTJ6T407AY4V7SU
14227,5,28586,408,8,0.0,0.0,2018-01-08 17:07:51.920,TC6M47K4EQ3QWLX28RO0
14228,8,6018,289,2,0.0,0.0,2018-01-17 15:49:13.650,A59405PZ28Y9QWGI1IS8
14229,12,1811,362,1,0.0,0.0,2018-04-20 23:46:59.450,R309BO02MF4TQI6XH41V
14230,1,33542,148,9,0.0,0.0,2018-03-20 17:39:07.470,CH5G5PHK68VSNI29UOGO
14231,17,61966,216,16,0.0,0.0,2018-03-15 07:33:53.740,FSTF0D9KKDQCAFLUS6ZJ
14232,2,20460,183,6,0.0,0.0,2018-04-17 07:47:27.330,G6913Z4ONGL67WOC14B7
14233,13,13603,16,4,0.1,0.0,2018-01-16 14:48:36.060,MV4FC3GE2IG5FYMKEXD5
14234,3,90060,269,23,0.0,0.0,2018-02-16 13:12:50.640,XX453JXIR1OBITB4MQWN
14235,4,70985,40,18,0.0,0.0,2018-01-12 16:53:43.900,KX50RX2RM7X23PXZ99JJ
14236,22,4513,111,2,0.0,0.0,2018-03-31 15:56:55.910,AGSUX5AGS6GHMCZZ4CLV
14237,14,27041,361,7,0.0,0.0,2018-02-11 04:16:13.730,4UQ8E4E4CHD4DAHC6TSR
14238,5,39931,103,11,0.0,0.0,2018-04-04 00:19:50.600,U0HLGDX05XYN65L1MI0W
14239,5,92492,8,24,0.0,0.0,2018-05-01 23:56:43.850,FP3C91HMYIS3EAU9MXRG
14240,20,43984,145,12,0.2,0.0,2018-03-03 04:51:56.800,7JEH65WBJBSV0EAD97BF
14241,20,61241,139,16,0.2,0.0,2018-01-23 00:13:40.020,6F6KSUQSZK8G785PU2WL
14242,10,92627,89,24,0.0,0.0,2018-02-01 01:19:36.550,E7Z8DVJVDQG0Q047XDA5
14243,10,22217,428,6,0.2,0.0,2018-03-27 07:29:32.760,KQJFS54OE4EU1S76BEZ6
14244,9,82161,251,21,0.1,0.0,2018-02-25 08:33:30.360,MUSFG71HXOMFTUGGSLPF
14245,8,23275,39,6,0.0,0.0,2018-01-24 12:59:14.330,YL15O8W1LZAYKXVRZBY3
14246,15,18824,248,5,0.2,0.0,2018-03-15 20:06:16.080,HGSF8XRQIT9RPN9QASZ4
14247,12,85054,398,22,0.0,0.0,2018-02-11 23:26:15.360,CPBG8WLPT9RB0H49QGA5
14248,16,95418,197,25,0.0,0.0,2018-03-17 15:58:50.240,2617U9M0PJYZQ4QGZ015
14249,12,42125,372,11,0.0,0.0,2018-01-09 14:54:58.420,PJHGP64HJBOY49J99DMY
14250,5,39222,305,10,0.0,0.0,2018-01-27 21:22:12.150,3PTC9CETRG9ZACMKR53H
14251,7,76004,240,20,0.0,0.0,2018-02-02 16:40:58.040,5790MV76PME7CMTO3FUQ
14252,20,56579,310,15,0.0,0.0,2018-03-14 20:08:25.170,SVFYTWWPI7JH5YIJBMG6
14253,7,67690,137,18,0.0,0.0,2018-02-18 23:52:38.700,1TUSYQSVNP9RVCCU2TYB
14254,21,49270,199,13,0.1,0.0,2018-02-23 09:54:11.170,7EVP7OB5SSDJ1R2K5V53
14255,8,18332,202,5,0.0,0.0,2018-02-24 21:43:27.900,UIAPAL6O9TIV5TEZ2R2H
14256,16,45490,284,12,0.0,0.0,2018-01-01 08:26:06.780,UWW7TL99WXT7NCWL0W25
14257,17,38937,403,10,0.0,0.0,2018-03-29 23:58:48.740,JZVOWYNL332M20LEIGZW
14258,7,22788,293,6,0.0,0.0,2018-04-10 22:54:25.770,CVONHGID2U0BAAX0IWNM
14259,17,41877,432,11,0.0,0.0,2018-02-17 15:57:39.780,TUQKKCA7HG2916361FH4
14260,22,73212,428,19,0.1,0.0,2018-02-06 10:04:49.420,092BSPNDZKC9QJ1Y2W47
14261,7,1739,47,1,0.0,0.0,2018-01-26 16:48:44.530,LEX184UUHH5HGSKN9SMN
14262,11,88072,247,23,0.0,0.0,2018-02-13 17:52:10.640,IWQZBM18YIDW1FV59JLS
14263,1,93934,385,24,0.0,0.0,2018-01-21 11:44:54.150,I27RAQHAT4HKD3H72XHT
14264,14,44860,330,12,0.0,0.0,2018-03-04 00:18:36.090,IZRKFDPI081UBZTI71VK
14265,22,32280,429,9,0.0,0.0,2018-03-06 22:46:36.560,5DWCOCDY7M3ZWZ3F6VDR
